,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,label
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6807188391685486,1.0,0.5345069169998169,0.5846735835075378,0.49181532859802246,1.0,1.0,1.0,0.5056561231613159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6807188391685486,1.0,1.0,1.0,0.5050094127655029,0.5846735835075378,1.0,1.0,1.0,0.5070725679397583,1.0,1.0,0.9999997615814209,1.0,1.0,0.9999997615814209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1,0.5413608551025391,1.0,1.0,0.9999997615814209,1.0,1.0,0.9999997615814209,1.0,1.0,1.0,1.0,1.0,0.6174570322036743,0.5495991706848145,0.5510634779930115,1.0,0.9999998807907104,1.0,0.5743427872657776,1.0,1.0,1.0,0.6053599119186401,1.0,1.0,1.0,1.0,1.0,0.6174570322036743,1.0,1.0,1.0,0.5741447806358337,0.5495991706848145,1.0,1.0,1.0,0.4876769781112671,0.5510634779930115,1.0,1.0,1.0,0.5472564101219177,1.0,1.0,1.0,1.0,1.0,0.9999997615814209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999995231628418,1.0,1.0,1.0,1.0,1.0,0.9999992847442627,1.0,0.9999997615814209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2,0.5519025325775146,0.9999997615814209,1.0,1.0,1.0,1.0,1.0,1.0,0.9999991655349731,1.0,1.0,1.0,0.5902861952781677,0.5751080513000488,0.6073831915855408,0.9999991655349731,0.49591338634490967,1.0,0.5778871178627014,1.0,1.0,1.0,1.0,0.6713590621948242,1.0,1.0,0.9999997615814209,1.0,0.5902861952781677,1.0,0.9999995231628418,1.0,1.0,0.5751080513000488,1.0,0.9999995231628418,1.0,0.5216761827468872,0.6073831915855408,1.0,1.0,0.9999991655349731,0.465707927942276,1.0,1.0,1.0,1.0,1.0,0.9999997615814209,1.0,0.9999997615814209,1.0,1.0,1.0,0.9999997615814209,1.0,0.9999997615814209,1.0,1.0,1.0,1.0,1.0,0.9999997615814209,1.0,1.0,1.0,1.0,1.0,0.9999997615814209,1.0,0.9999998807907104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3,0.9999994039535522,1.0,1.0,0.9999991655349731,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998807907104,0.9999997615814209,0.7144927978515625,0.5999418497085571,0.6561465263366699,1.0,0.6514946222305298,1.0,0.6596100330352783,1.0,1.0,1.0,0.5930049419403076,0.646102786064148,1.0,1.0,0.9999997615814209,0.5031009912490845,0.7144927978515625,1.0,1.0,1.0,0.4713486135005951,0.5999418497085571,1.0,1.0,1.0,0.5039438009262085,0.6561465263366699,1.0,1.0,1.0,0.5409036874771118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999997615814209,1.0,1.0,0.9999997615814209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999995231628418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
4,0.6647703051567078,0.9999997615814209,1.0,0.9999991655349731,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5824652314186096,0.5408672094345093,1.0,0.5300999283790588,0.545985221862793,0.669685423374176,0.9999995231628418,1.0,1.0,0.9075543880462646,0.6806240677833557,0.9999998807907104,0.8394862413406372,0.9999997615814209,0.6369378566741943,1.0,1.0,1.0,1.0,0.5726693868637085,0.5824652314186096,1.0,1.0,0.9999997615814209,0.5017191171646118,0.5408672094345093,0.9999995231628418,1.0,1.0,0.7583481073379517,0.545985221862793,0.9999995231628418,1.0,1.0,0.5192490816116333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999997615814209,1.0,1.0,1.0,1.0,0.9999997615814209,1.0,1.0,1.0,0.9999997615814209,1.0,0.9999994039535522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
5,0.525594174861908,1.0,1.0,0.9999991655349731,1.0,1.0,1.0,1.0,0.9999998807907104,1.0,1.0,0.9999997615814209,1.0,0.5538829565048218,0.5785018801689148,0.9999997615814209,0.6967789530754089,1.0,0.5919109582901001,1.0,1.0,1.0,0.5059149265289307,0.5823394060134888,1.0,1.0,0.9999997615814209,0.47275760769844055,1.0,1.0,1.0,1.0,1.0,0.5538829565048218,1.0,0.9999997615814209,1.0,0.5755488276481628,0.5785018801689148,1.0,0.9999997615814209,1.0,0.5817974209785461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998807907104,1.0,1.0,0.9999997615814209,1.0,1.0,0.9999998807907104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999992847442627,1.0,0.9999997615814209,0.9999997615814209,1.0,0.9999997615814209,1.0,1.0,0.9999998807907104,1.0,0.9999997615814209,0.9999997615814209,1.0,1.0,1.0,1.0,1.0,1.0,0
6,0.7306146621704102,0.9999992847442627,1.0,0.9999991655349731,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999997615814209,0.6911812424659729,1.0,0.6940977573394775,0.9999997615814209,0.5305141806602478,1.0,0.7432445287704468,1.0,0.9999997615814209,1.0,0.550115168094635,0.7035759091377258,1.0,1.0,0.9999997615814209,0.48174238204956055,0.6911812424659729,1.0,0.9999997615814209,1.0,0.5207796096801758,1.0,1.0,1.0,1.0,1.0,0.6940977573394775,0.9999997615814209,1.0,1.0,0.5403340458869934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999995231628418,0.9999997615814209,1.0,1.0,1.0,1.0,1.0,0.9999990463256836,1.0,1.0,1.0,1.0,0.9999997615814209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7631580829620361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
7,0.5552235245704651,0.9999998807907104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.551743745803833,1.0,0.4967183768749237,0.6129822134971619,0.5425730347633362,1.0,1.0,1.0,0.5699880123138428,0.5635955333709717,1.0,1.0,0.9999997615814209,0.5715892910957336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.551743745803833,1.0,1.0,1.0,0.5799376368522644,0.6129822134971619,1.0,1.0,1.0,0.4628984034061432,1.0,1.0,0.9999997615814209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998807907104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4330829083919525,1.0,0.5279834270477295,1.0,0.54146808385849,1.0,0.7224633097648621,1.0,1.0,1.0,0.5049184560775757,0.593766450881958,1.0,1.0,0.9999997615814209,0.537164032459259,0.4330829083919525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5279834270477295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999994039535522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
9,0.5118933916091919,1.0,1.0,0.9999991655349731,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998807907104,1.0,0.7399796843528748,1.0,0.5298427939414978,1.0,0.9999997615814209,0.5775649547576904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7399796843528748,1.0,1.0,0.9999991655349731,0.5183021426200867,1.0,1.0,1.0,1.0,1.0,0.5298427939414978,1.0,1.0,1.0,0.5762233138084412,0.5775649547576904,1.0,1.0,1.0,0.5635141730308533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
